0
1000
5.00000000e+01   9.99375195e-01   0.00000000e+00  
1.50000000e+02   9.94390791e-01   0.00000000e+00  
2.50000000e+02   9.84496437e-01   0.00000000e+00  
3.50000000e+02   9.69839195e-01   0.00000000e+00  
4.50000000e+02   9.50635092e-01   0.00000000e+00  
5.50000000e+02   9.27163828e-01   0.00000000e+00  
6.50000000e+02   8.99761996e-01   0.00000000e+00  
7.50000000e+02   8.68815056e-01   0.00000000e+00  
8.50000000e+02   8.34748331e-01   0.00000000e+00  
9.50000000e+02   7.98017302e-01   0.00000000e+00  
1.05000000e+03   7.59097539e-01   0.00000000e+00  
1.15000000e+03   7.18474546e-01   0.00000000e+00  
1.25000000e+03   6.76633846e-01   0.00000000e+00  
1.35000000e+03   6.34051562e-01   0.00000000e+00  
1.45000000e+03   5.91185758e-01   0.00000000e+00  
1.55000000e+03   5.48468736e-01   0.00000000e+00  
1.65000000e+03   5.06300456e-01   0.00000000e+00  
1.75000000e+03   4.65043188e-01   0.00000000e+00  
1.85000000e+03   4.25017472e-01   0.00000000e+00  
1.95000000e+03   3.86499386e-01   0.00000000e+00  
2.05000000e+03   3.49719106e-01   0.00000000e+00  
2.15000000e+03   3.14860687e-01   0.00000000e+00  
2.25000000e+03   2.82062952e-01   0.00000000e+00  
2.35000000e+03   2.51421366e-01   0.00000000e+00  
2.45000000e+03   2.22990747e-01   0.00000000e+00  
2.55000000e+03   1.96788644e-01   0.00000000e+00  
2.65000000e+03   1.72799209e-01   0.00000000e+00  
2.75000000e+03   1.50977418e-01   0.00000000e+00  
2.85000000e+03   1.31253462e-01   0.00000000e+00  
2.95000000e+03   1.13537171e-01   0.00000000e+00  
3.05000000e+03   9.77223485e-02   0.00000000e+00  
3.15000000e+03   8.36909024e-02   0.00000000e+00  
3.25000000e+03   7.13166827e-02   0.00000000e+00  
3.35000000e+03   6.04689663e-02   0.00000000e+00  
3.45000000e+03   5.10155393e-02   0.00000000e+00  
3.55000000e+03   4.28253527e-02   0.00000000e+00  
3.65000000e+03   3.57707414e-02   0.00000000e+00  
3.75000000e+03   2.97292164e-02   0.00000000e+00  
3.85000000e+03   2.45848470e-02   0.00000000e+00  
3.95000000e+03   2.02292642e-02   0.00000000e+00  
4.05000000e+03   1.65623207e-02   0.00000000e+00  
4.15000000e+03   1.34924501e-02   0.00000000e+00  
4.25000000e+03   1.09367675e-02   0.00000000e+00  
4.35000000e+03   8.82095622e-03   0.00000000e+00  
4.45000000e+03   7.07898318e-03   0.00000000e+00  
4.55000000e+03   5.65268288e-03   0.00000000e+00  
4.65000000e+03   4.49124649e-03   0.00000000e+00  
4.75000000e+03   3.55064856e-03   0.00000000e+00  
4.85000000e+03   2.79303908e-03   0.00000000e+00  
4.95000000e+03   2.18612436e-03   0.00000000e+00  
5.05000000e+03   1.70255537e-03   0.00000000e+00  
5.15000000e+03   1.31933824e-03   0.00000000e+00  
5.25000000e+03   1.01727784e-03   0.00000000e+00  
5.35000000e+03   7.80461614e-04   0.00000000e+00  
5.45000000e+03   5.95788393e-04   0.00000000e+00  
5.55000000e+03   4.52544254e-04   0.00000000e+00  
5.65000000e+03   3.42025590e-04   0.00000000e+00  
5.75000000e+03   2.57208119e-04   0.00000000e+00  
5.85000000e+03   1.92459465e-04   0.00000000e+00  
5.95000000e+03   1.43292151e-04   0.00000000e+00  
6.05000000e+03   1.06153436e-04   0.00000000e+00  
6.15000000e+03   7.82481790e-05   0.00000000e+00  
6.25000000e+03   5.73908887e-05   0.00000000e+00  
6.35000000e+03   4.18832321e-05   0.00000000e+00  
6.45000000e+03   3.04134686e-05   0.00000000e+00  
6.55000000e+03   2.19745630e-05   0.00000000e+00  
6.65000000e+03   1.57980349e-05   0.00000000e+00  
6.75000000e+03   1.13009360e-05   0.00000000e+00  
6.85000000e+03   8.04367089e-06   0.00000000e+00  
6.95000000e+03   5.69669144e-06   0.00000000e+00  
7.05000000e+03   4.01439061e-06   0.00000000e+00  
7.15000000e+03   2.81478409e-06   0.00000000e+00  
7.25000000e+03   1.96380822e-06   0.00000000e+00  
7.35000000e+03   1.36326909e-06   0.00000000e+00  
7.45000000e+03   9.41656762e-07   0.00000000e+00  
7.55000000e+03   6.47190597e-07   0.00000000e+00  
7.65000000e+03   4.42588674e-07   0.00000000e+00  
7.75000000e+03   3.01159745e-07   0.00000000e+00  
7.85000000e+03   2.03902275e-07   0.00000000e+00  
7.95000000e+03   1.37364893e-07   0.00000000e+00  
8.05000000e+03   9.20784413e-08   0.00000000e+00  
8.15000000e+03   6.14141851e-08   0.00000000e+00  
8.25000000e+03   4.07575393e-08   0.00000000e+00  
8.35000000e+03   2.69138450e-08   0.00000000e+00  
8.45000000e+03   1.76836562e-08   0.00000000e+00  
8.55000000e+03   1.15610401e-08   0.00000000e+00  
8.65000000e+03   7.52056176e-09   0.00000000e+00  
8.75000000e+03   4.86779390e-09   0.00000000e+00  
8.85000000e+03   3.13503656e-09   0.00000000e+00  
8.95000000e+03   2.00900754e-09   0.00000000e+00  
9.05000000e+03   1.28099976e-09   0.00000000e+00  
9.15000000e+03   8.12727696e-10   0.00000000e+00  
9.25000000e+03   5.13061703e-10   0.00000000e+00  
9.35000000e+03   3.22272067e-10   0.00000000e+00  
9.45000000e+03   2.01420773e-10   0.00000000e+00  
9.55000000e+03   1.25260569e-10   0.00000000e+00  
9.65000000e+03   7.75091595e-11   0.00000000e+00  
9.75000000e+03   4.77221722e-11   0.00000000e+00  
9.85000000e+03   2.92358623e-11   0.00000000e+00  
9.95000000e+03   1.78213311e-11   0.00000000e+00  
1.00500000e+04   1.08091837e-11   0.00000000e+00  
1.01500000e+04   6.52340263e-12   0.00000000e+00  
1.02500000e+04   3.91727444e-12   0.00000000e+00  
1.03500000e+04   2.34057381e-12   0.00000000e+00  
1.04500000e+04   1.39151922e-12   0.00000000e+00  
1.05500000e+04   8.23160661e-13   0.00000000e+00  
1.06500000e+04   4.84516456e-13   0.00000000e+00  
1.07500000e+04   2.83766409e-13   0.00000000e+00  
1.08500000e+04   1.65364379e-13   0.00000000e+00  
1.09500000e+04   9.58851763e-14   0.00000000e+00  
1.10500000e+04   5.53209343e-14   0.00000000e+00  
1.11500000e+04   3.17582138e-14   0.00000000e+00  
1.12500000e+04   1.81405796e-14   0.00000000e+00  
1.13500000e+04   1.03103825e-14   0.00000000e+00  
1.14500000e+04   5.83078357e-15   0.00000000e+00  
1.15500000e+04   3.28101031e-15   0.00000000e+00  
1.16500000e+04   1.83703231e-15   0.00000000e+00  
1.17500000e+04   1.02342147e-15   0.00000000e+00  
1.18500000e+04   5.67310444e-16   0.00000000e+00  
1.19500000e+04   3.12907204e-16   0.00000000e+00  
1.20500000e+04   1.71727115e-16   0.00000000e+00  
1.21500000e+04   9.37757856e-17   0.00000000e+00  
1.22500000e+04   5.09531546e-17   0.00000000e+00  
1.23500000e+04   2.75473591e-17   0.00000000e+00  
1.24500000e+04   1.48189486e-17   0.00000000e+00  
1.25500000e+04   7.93201161e-18   0.00000000e+00  
1.26500000e+04   4.22452435e-18   0.00000000e+00  
1.27500000e+04   2.23872537e-18   0.00000000e+00  
1.28500000e+04   1.18046293e-18   0.00000000e+00  
1.29500000e+04   6.19344681e-19   0.00000000e+00  
1.30500000e+04   3.23326275e-19   0.00000000e+00  
1.31500000e+04   1.67949267e-19   0.00000000e+00  
1.32500000e+04   8.68048029e-20   0.00000000e+00  
1.33500000e+04   4.46414122e-20   0.00000000e+00  
1.34500000e+04   2.28433935e-20   0.00000000e+00  
1.35500000e+04   1.16308605e-20   0.00000000e+00  
1.36500000e+04   5.89239156e-21   0.00000000e+00  
1.37500000e+04   2.97029702e-21   0.00000000e+00  
1.38500000e+04   1.48982990e-21   0.00000000e+00  
1.39500000e+04   7.43536035e-22   0.00000000e+00  
1.40500000e+04   3.69229068e-22   0.00000000e+00  
1.41500000e+04   1.82439248e-22   0.00000000e+00  
1.42500000e+04   8.96951978e-23   0.00000000e+00  
1.43500000e+04   4.38781832e-23   0.00000000e+00  
1.44500000e+04   2.13578047e-23   0.00000000e+00  
1.45500000e+04   1.03441095e-23   0.00000000e+00  
1.46500000e+04   4.98491939e-24   0.00000000e+00  
1.47500000e+04   2.39029606e-24   0.00000000e+00  
1.48500000e+04   1.14044351e-24   0.00000000e+00  
